grid_id,dist_hospitals_m,dist_pharmacies_m,dist_schools_m,dist_grocery_m,dist_restaurants_m,dist_police_m,dist_fire_stations_m,dist_banks_m,dist_atms_m,dist_bus_stations_m,dist_bus_stops_m,dist_metro_m,dist_railway_stations_m,dist_public_transport_stops_m,dist_subway_entrances_m,dist_waterways_m,lst_2024_mean,lst_summer_2024_mean,ndvi_2024_mean,builtup_2024_mean,nightlights_2024_mean,no2_2024_mean,o3_2024_mean,elevation_mean,predicted_pm25,predicted_pm10,dist_to_sensor_m,pm_confidence,longitude,latitude,humidity_2024_mean,wind_2024_mean,avg_annual_rainfall_mean,monsoon_rainfall_mean,max_1day_rainfall_mean,env_data_confidence,population_mean,dist_fuel_m,dist_toilets_m,population_available,water_occurrence_mean,water_occurrence_max,water_occurrence_min,water_presence,water_high_occurrence
DEL_00011,2057.510805402751,6665.873669485763,4288.375308031145,8898.071338168378,6688.967558637523,8348.31587323929,14533.285610785022,6690.785544601653,14976.441272464695,7212.544116758607,6168.775532500765,14533.1239533939,14709.573007551317,8182.178777811423,14533.1239533939,2546.6314095743783,48.83006873815536,48.83006873815536,0.1089478179291411,0.0959357173045302,5.714166641235352,0.0,0.0,215.92361111111111,376.7001279533626,144.27920070916326,30193.216980555168,estimated,76.84017459749613,28.55993224948557,53.63778892514425,0.6327689291169817,727.9636698168333,7796.999727276255,111.46154980393052,high confidence,522.59004626173,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00012,2206.978531536213,6587.810433868876,4023.791351585092,9056.304639210086,6611.660203689479,8114.711688958937,14336.320735546436,6612.277388441997,14792.294353039866,6854.197588809822,6247.715052832951,14335.540609201116,14513.640035704748,7794.485804337904,14335.540609201116,2063.118304860866,49.181111690000016,49.181111690000016,0.1667213426551805,0.2462114390682412,7.701666831970215,0.0,0.0,216.125,371.5190889796112,143.2383439018165,29977.91299317011,estimated,76.84025308483399,28.5644431896526,53.65032176579277,0.6331370832220536,725.9129675740777,7773.994296660519,112.19418445041536,high confidence,1506.7140100414788,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00013,2451.154373550129,6547.107823126036,3806.787477604958,9238.919520009938,6571.591458512591,7905.865776148292,14154.28535180294,6570.982675334845,14622.932375770706,6514.541928386248,6365.068357245614,14152.870990417245,14332.479063565315,7420.240451358796,14152.870990417245,1579.605200147324,50.7322208063158,50.7322208063158,0.1126027952647326,0.0611317278874402,5.024166584014893,0.0,0.0,216.22895622895624,366.6711092989853,141.52501583369065,29769.45050244064,estimated,76.84033159021791,28.568954126622007,53.66896578234063,0.6336213600938018,723.7705017254915,7749.767621986989,112.79420288108167,high confidence,291.3222059311314,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00014,2642.1741425606133,6544.462956016869,3645.869575040331,9444.501790790942,6569.4427424350415,7723.786736181314,13987.76234456578,6567.60339677971,14468.874534867422,6196.651393047116,6518.76115557367,13985.699481424524,14166.656808472804,7061.581108925381,13985.699481424524,1096.0920954336336,48.15681957528848,48.15681957528848,0.2380740629228133,0.1361064986183045,2.1458332538604736,0.0,0.0,216.51041666666663,362.54060468031946,139.8374771290667,29567.97421211703,estimated,76.84041011365115,28.57346506039343,53.6943400935228,0.6341974714111912,721.7086722544883,7726.322022571999,113.169579260445,high confidence,725.9779298262326,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00015,2636.9340311441333,6579.921725805208,3548.675670833001,9671.586956404955,6605.251062198672,7570.406159615931,13837.311769120712,6602.1977731087045,14330.61440919798,5904.04271979815,6582.09086847106,13834.58791211532,14016.717666792205,6721.003434002892,13834.58791211532,615.0123008105202,45.86622968872207,45.86622968872207,0.3042697866507796,0.1167527798994897,2.058333396911621,0.0,0.0,215.8191126279864,359.02747779301484,138.55581491101586,29373.627879435942,estimated,76.84048865513695,28.57797599096652,53.72676654016998,0.6348354120782057,719.9087388724039,7705.785615360205,113.30310326893958,high confidence,601.6870402344274,-1.0,-1.0,0,0.0138888888888888,3.0,0.0,1,0
DEL_00016,2725.0243979821294,6652.87490133196,3518.766291037953,9918.698222768206,6678.405890871262,7447.497384833557,13703.463014277138,6674.175341800195,14208.613175975728,5640.651769739326,6401.394110804451,13700.06771557708,13883.17626381303,6401.394110804451,13700.06771557708,160.5366095344071,48.06901179263159,48.06901179263159,0.2266653634451486,0.069701974010388,2.0983333587646484,0.0,0.0,216.11598746081503,354.8620747385849,135.9766865310844,29186.55393483078,estimated,76.84056721467859,28.582486918340905,53.866880542537416,0.6374199314051664,718.5559579973424,7690.324913361525,113.2748572097274,high confidence,303.20268265724746,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00017,2897.946661791725,6762.109063585216,3552.84144234876,10184.377968898903,6787.699823340045,7356.587875683138,13586.706744883537,6782.346021174765,14103.292786576369,5410.747114559852,6106.046672258202,13582.631855599077,13766.50980436311,6106.046672258202,13582.631855599077,271.39894725944714,50.60724614315792,50.60724614315792,0.1352007043680226,0.0489748795573277,2.1541666984558105,0.0,0.0,215.57337883959045,350.3867749080127,132.3423555012509,29006.89308391996,estimated,76.84064579227935,28.586997842516244,53.92715795312509,0.6383947615175064,717.2055149167827,7673.855777934805,113.45519961050545,high confidence,172.2689120644623,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00018,3066.0328706014893,6865.733009185007,3625.041870481444,10383.792197472872,6891.289466109551,7322.614476188848,13525.921119427208,6885.211023524334,14050.100025626123,5283.532582993835,5927.600955115655,13521.375132478086,13705.653427021864,5927.600955115655,13521.375132478086,561.4628313492974,49.64941937405407,49.64941937405407,0.1559057991459684,0.1603118204836786,24.120834350585938,0.0,0.0,216.242718446602,347.75713176380725,129.4258915943299,28896.92295642289,estimated,76.84060529784965,28.590087054053168,53.96988381565016,0.6390074357558848,717.0190034791267,7671.68279607192,113.48957873958102,high confidence,1199.7440789784132,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00019,1393.6500055606618,6210.87007620002,4300.596039992903,8033.5144777330415,6232.12343726596,8200.020825770704,14263.387857568478,6236.252002429688,14677.175801761668,7395.302737896025,5440.912690381988,14264.583418351502,14436.796484329408,8440.07103108225,14264.583418351502,2231.412258192555,50.075784010000014,50.075784010000014,0.1051440920148577,0.0495631947144699,24.120834350585938,6.198091390100388e-05,0.1291415764463159,214.06666666666663,371.0597945663487,153.11573283137963,29937.2904083444,estimated,76.84704844434064,28.5527614163518,53.621687018008906,0.6321405278054653,728.6401728361831,7806.005229397665,111.51044528466312,high confidence,495.79814929038287,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00020,1507.457886459165,6277.655773698978,4195.007766677462,8270.721384081955,6299.657484137885,8161.14547365842,14272.545935589433,6302.923277376326,14696.88129518543,7247.317196361095,5615.0164840792,14273.266813007049,14447.05840444456,8271.066730748604,14273.266813007049,2579.0064171187305,50.72285277562939,50.72285277562939,0.1238979933848932,0.0463870826111958,2.8433332443237305,0.0,0.0,213.9365671641791,370.8746924254709,151.13505072182198,29945.751231072445,estimated,76.84537230066005,28.55554110241972,53.624837853254725,0.6322799354178708,728.4431026433305,7803.314838601742,111.56964179418236,high confidence,165.85308382039386,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00021,1569.2802921303714,6175.998195272673,3888.449658802905,8420.996555976562,6198.918320590217,7916.430071356614,14078.379441947209,6200.985953979852,14515.771008100057,6882.506702090584,5672.59903002048,14078.500168179908,14254.139806980773,7883.906864105555,14078.500168179908,2296.41756332196,49.8476143156075,49.8476143156075,0.1571266838673795,0.1316781007128687,5.857500076293945,6.215589924440808e-05,0.1291274218814516,214.96381578947367,365.724056241905,150.56289736052543,29744.375792609502,estimated,76.84528391398791,28.559862866156205,53.63172228656321,0.6325381430851551,727.2498865043784,7789.850994838609,112.16135884963812,high confidence,751.8642051213338,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00022,1760.6942265999137,6091.6605489027015,3594.5479281269872,8588.024404647149,6115.419200176977,7669.6827150947,13874.958353063326,6116.193903017178,14325.703717408844,6506.007259031752,5758.344516126561,13874.44412215411,14051.857907710126,7480.771808031703,13874.44412215411,1890.852169428348,50.84427471894738,50.84427471894738,0.1304137435351904,0.0886747032982964,7.339166641235352,0.0,0.0,215.88620689655173,360.2169377425403,149.2830350507196,29525.799008378228,estimated,76.84536261894789,28.56437379337505,53.64426740247141,0.6329467480475293,725.7955806785104,7773.349052300454,112.8433864237215,high confidence,500.0939043545214,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00023,2058.506177764031,6047.619596014589,3349.8520663098584,8780.384009475196,6072.076715789516,7448.369004403981,13686.788187410515,6071.526078108321,14150.758496927385,6147.142621155843,5885.463735120015,13685.621374716971,13864.664427240768,7089.98633607992,13685.621374716971,1452.2682214195004,51.10466748437702,51.10466748437702,0.1147018730973398,0.0466056891748152,4.254166603088379,6.298568743295863e-05,0.1291501447311806,215.97704918032787,355.0401088990307,147.26081533523222,29314.121560679967,estimated,76.84544134200391,28.5688847173952,53.66327137763979,0.6334830235117563,724.2818607441712,7756.056613258723,113.4696049625858,high confidence,187.78145029147052,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00024,2145.586216960922,6044.756183101584,3165.7926218754287,8996.450607483,6069.7511720808025,7254.816930930491,13514.506001879992,6067.868651758824,13991.502602571163,5809.181900671838,6048.035718319039,13512.670540106255,13693.178181179404,6713.707295359613,13512.670540106255,968.75365830581,50.99315469490448,50.99315469490448,0.1796407532975192,0.0602099788748606,2.384166717529297,0.0,0.0,216.5813953488372,350.985863421974,145.97915783352062,29109.49396100049,estimated,76.84552008315923,28.573395638216287,53.68929372740607,0.6341173424083072,722.8351698784363,7739.459322086179,113.95564544508144,high confidence,247.03033970985757,-1.0,-1.0,0,0.0109890109890109,2.0,0.0,1,0
DEL_00025,2139.1299865602537,6083.128458958214,3053.3550372134664,9234.560287957516,6108.489415519739,7091.300062531172,13358.726513505766,6105.29532724198,13848.47732124837,5495.982742453137,6085.16292923752,13356.208213365877,13537.996074864288,6354.512180310413,13356.208213365877,485.2405535917288,46.310703654205625,46.310703654205625,0.3982148434083056,0.08596886587629,2.214166641235352,6.298568743295863e-05,0.1291501447311806,215.8963210702341,347.1771403052051,144.51606815466835,28912.065897418688,estimated,76.84559884241713,28.57790655583795,53.8034083104584,0.6363403594683288,721.5768251647597,7724.991337982751,114.2635348193159,high confidence,408.2854064359972,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00026,2246.8230870259,6161.966113444365,3018.768211787936,9493.05450795308,6187.520229305432,6959.935664386832,13220.03311835687,6183.0600911437805,13722.190173457171,5212.010960809733,6015.462114557104,13216.81998637069,13399.684576309,6015.462114557104,13216.81998637069,1.7274488782460748,48.17930378473687,48.17930378473687,0.2661080036934314,0.0527581912640118,2.1083333492279053,0.0,0.0,216.7743055555556,343.2132968361296,141.9792123081649,28721.985833989253,estimated,76.84567761978091,28.58241747025985,53.8619481104736,0.6374413182225406,720.6128784876128,7713.897919178437,114.42548207704114,high confidence,195.6493464837772,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00027,2453.681085509593,6279.74529087722,3058.419137402787,9770.31545396714,6305.328717570549,6862.570387832815,13098.968556274767,6299.669288824277,13613.10700009119,4962.286791980274,5700.152967564318,13095.05109823881,13278.770868047915,5700.152967564318,13095.05109823881,481.7856558355387,50.97094262135487,50.97094262135487,0.1335782874759699,0.0431321599022773,2.1008334159851074,6.301576922926894e-05,0.1291817852035962,214.6819672131148,338.2837035639133,137.8899985512518,28539.400590045672,estimated,76.84575641525383,28.58692838148162,53.92474603615555,0.6384928520491199,719.067807965682,7694.59585493756,114.85932691322198,high confidence,134.3547029368424,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00028,2638.575782250011,6386.471069917057,3137.757547428056,9967.635426975992,6411.995342602162,6830.33324761788,13042.167387803323,6405.615208424092,13563.814094238607,4832.910804232591,5521.32350226555,13037.78908835613,13221.93742347789,5521.32350226555,13037.78908835613,790.1847453691264,52.34991258406253,52.34991258406253,0.1228593530006779,0.0486146878781423,24.120834350585938,0.0,0.0,214.5581395348837,335.66526918164635,134.85805138754907,28436.947552638463,estimated,76.84568606869018,28.589835358000663,53.96635887101513,0.6391085351997537,718.8312948725649,7691.836228131505,114.8981969881878,high confidence,489.7692029077387,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00029,1091.1952912100846,5905.007834193784,4147.030297806999,7659.423003898032,5925.741917447859,7971.098245300789,13991.256359987765,5930.423322725337,14397.171336189733,7275.54868874927,5080.8618824058285,13992.804802661516,14163.779102681328,8342.414843893821,13992.804802661516,2022.104995796968,51.02492011020409,51.02492011020409,0.111587513035398,0.0513536464046175,24.120834350585938,0.0,0.0,213.78985507246367,364.67697423470463,157.44980385279786,29662.80786337073,estimated,76.85073204640356,28.55185263436693,53.62052772903954,0.6320824471053418,727.8933295822264,7798.896559900716,111.95996527540332,high confidence,507.1787074763508,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00030,1026.9016661172695,5821.225051776256,3879.3278614981455,7798.058237366255,5842.869675223242,7777.607881246514,13851.766789490008,5846.558076441726,14268.960848366434,6982.676594415245,5130.576588394313,13852.819547399817,14025.521601277054,8034.797192820331,13852.819547399817,2401.2664941634253,49.751212028947386,49.751212028947386,0.1530065965116693,0.0462835117380083,2.671666622161865,0.0,0.0,214.32911392405063,360.8950902347798,157.293139156792,29525.92953926866,estimated,76.85031430795094,28.555282373234583,53.62267556084009,0.6321830004342502,727.5027575367875,7794.144313775248,112.25869272643445,high confidence,162.69564651902746,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00031,1091.7557218478096,5687.884988154309,3514.245113186073,7946.74099567855,5710.594512849335,7493.020234189155,13626.63365539019,5712.9539118614,14057.78868569277,6573.964129233192,5177.158288133846,13627.055519302468,13801.792101368765,7606.834120164762,13627.055519302468,2006.805917145229,50.60744229121497,50.60744229121497,0.1405763215233691,0.0580353488155188,4.495833396911621,0.0,0.0,215.3020833333333,354.9239798704469,156.86452290188052,29297.191519820124,estimated,76.85039321238699,28.559793290668846,53.62977780180127,0.6324695077692926,726.6856879326199,7784.613852758111,112.859400611428,high confidence,263.94939633263965,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00032,1352.5287725213334,5596.196044950416,3186.008909924265,8123.5258743620625,5619.844600941413,7231.840713505979,13416.364871530144,5620.80452043147,13861.44299021533,6178.692120725365,5270.9695267002335,13416.134869607651,13592.780224477348,7188.176732223215,13416.134869607651,1599.6563114189903,50.50846869869012,50.50846869869012,0.1310709521757158,0.0454504775756423,5.307499885559082,0.0,0.0,215.3551724137931,349.04373510691966,155.24162011292754,29075.25316725945,estimated,76.85047213496576,28.56430420490366,53.642728529571016,0.6329177737655282,725.7334994756283,7773.471301195606,113.56664212812528,high confidence,195.77301532647053,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00033,1722.4220170475803,5548.223563318731,2907.1269034350294,8326.62313368826,5572.649009876253,6996.691216644385,13221.66963563349,5572.166949648244,13680.562152571716,5799.609320718919,5409.553730430674,13220.768039446197,13399.174722812928,6780.548955330351,13220.768039446197,1192.833838118068,50.33252980388537,50.33252980388537,0.1411573408701301,0.0569027021865635,3.385833263397217,0.0,0.0,216.25,343.4874466451599,152.82556399032393,28860.27135235248,estimated,76.85055107569057,28.56881511593869,53.662310594548586,0.6335021638464233,724.7407174810468,7761.82909660246,114.31107396919136,high confidence,240.59067943993568,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00034,1651.0591234745089,5545.102275306868,2692.976214383169,8554.158812503098,5570.114957145942,6790.276567019296,13043.24536078471,5568.181531936908,13515.767083290564,5440.101122517821,5548.335221003134,13041.654046407466,13221.65240331139,6386.063226869864,13041.654046407466,787.3215549500022,51.5304448794737,51.5304448794737,0.1133428406039442,0.0567482250859477,3.676666736602783,0.0,0.0,215.5857605177993,339.4709321297045,152.09179412611064,28652.4026623002,estimated,76.8506300345647,28.5733260237736,53.688982376804,0.6341874414842918,723.8199581322834,7751.01613831398,115.01098423754448,high confidence,243.84272501578863,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00035,1642.66037701037,5586.907353685174,2559.854478245664,8804.238363911178,5612.3029394685145,6615.28712393965,12881.76816781935,5608.943450459648,13367.652706782746,5104.305258649858,5588.783011527033,12879.470989894087,13060.869086531868,6007.309126351152,12879.470989894087,357.90848769757395,50.540077482710295,50.540077482710295,0.1833726208727709,0.1521729353077147,3.883333206176758,0.0,0.0,216.9655172413793,335.4397461034958,150.48934969034354,28451.803002864173,estimated,76.85070901159145,28.57783692840799,53.804385666042286,0.6364897381165936,723.0630346276577,7742.116842103399,115.6018014155005,high confidence,853.3946608317058,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00036,1780.637526054211,5672.645618555196,2518.770895111783,9074.99825606696,5698.219716097025,6474.271511738685,12737.882583744218,5693.491695638891,13236.77898616391,4797.203781760499,5647.452730346466,12734.865750877349,12917.44983799264,5647.452730346466,12734.865750877349,125.60735056478084,49.860350742258085,49.860350742258085,0.2072865558529533,0.049319281341409,2.384166717529297,0.0,0.0,216.2046979865772,331.59531464738563,147.89498820079723,28258.627176580707,estimated,76.8507880067741,28.58234782984153,53.86447258979825,0.6376562315982707,722.5143475631202,7735.657028106889,116.05378522980278,high confidence,177.8063457605961,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00037,2035.4377622965008,5800.3691993492375,2566.159177757216,9364.644869222571,5825.930962641131,6369.486594950891,12612.190702057376,5819.918276587543,13123.661721026716,4524.6431985291765,5310.337253269154,12608.443139666855,12791.978710840092,5310.337253269154,12608.443139666855,609.123188826324,51.0218699019874,51.0218699019874,0.1342665772338013,0.0507951325140616,1.9879167079925537,0.0,0.0,214.24916943521595,326.28508257227617,143.35090044005622,28073.028438274738,estimated,76.8508670201159,28.586858728073867,53.92855838107712,0.6387615505257809,722.1694029738455,7731.587269188769,116.3682765262326,high confidence,181.41863466548185,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00038,2226.35987362933,5867.446702661314,2609.134125503152,9538.097412054762,5892.892788032024,6271.884437490362,12489.551754761991,5886.008465271912,13009.20207695513,4317.050239369487,5054.925311825539,12485.308277337615,12669.342007520576,5054.925311825539,12485.308277337615,956.0578667309132,52.2517080883036,52.2517080883036,0.1091215629887774,0.0473648900514216,2.015000104904175,0.0,0.0,213.64814814814807,321.7502040186522,140.3661557165338,27904.50687990044,estimated,76.8514081312788,28.589975707116643,53.97478608784696,0.6394927329636431,720.8322178406308,7713.035802631956,118.27201157491596,high confidence,160.00943559372195,-1.0,-1.0,0,0.0150375939849624,1.0,0.0,1,0
DEL_00039,1024.5456228841292,5524.8560652974165,4069.996783227647,6935.004648269255,5543.5949306416605,7806.049235085156,13682.862666449832,5550.140160872863,14064.739197034836,7383.3464861908915,4481.15958820675,13685.441565055651,13852.463352758356,8490.973367778779,13685.441565055651,1433.2696076619063,51.26560124000002,51.26560124000002,0.1147833994148,0.0590923887999655,2.4124999046325684,0.0,0.0,213.23684210526315,357.2117701762057,162.6401965465805,29333.705762803,estimated,76.85721121411737,28.547459082993463,53.624465576920095,0.6323236951979663,726.9462741350575,7791.2904990983325,112.20250748754536,high confidence,240.33913128975755,-1.0,-1.0,0,0.0,0.0,0.0,0,0
DEL_00040,784.6182905883513,5517.179700917135,3978.112201845916,7182.230333420358,5537.161592579221,7682.35696021879,13639.908545073387,5542.58910178713,14035.533215882406,7132.618079185818,4620.298009153261,13641.90971921814,13811.2108014754,8224.917676319556,13641.90971921814,1821.253717494892,51.86688129046982,51.86688129046982,0.1109267865783138,0.0527857659557208,2.3941664695739746,3.14104497770581e-05,0.0645786987079584,213.8058608058608,356.31010674059223,162.63115960957768,29304.968454248046,estimated,76.8554707090145,28.55083638808191,53.622543529618525,0.6321932064470243,727.0857923893453,7791.750625829816,112.33591108791492,high confidence,199.98576381511964,-1.0,-1.0,0,0.0,0.0,0.0,0,0
